,Unnamed: 0,price.open,price.high,price.low,price.close,volume,price.adjusted,ref.date,ticker,ret.adjusted.prices,ret.closing.prices
227515,228066,49.529999,50.43,49.310001,50.099998,5526700.0,50.099998,2013-11-21,DISH,,
227516,228067,50.389998999999996,52.779999,50.119999,52.209998999999996,4658000.0,52.209998999999996,2013-11-22,DISH,0.0421157901044229,0.0421157901044229
227517,228068,52.09,52.240002000000004,51.41,52.0,1975900.0,52.0,2013-11-25,DISH,-0.00402219888952693,-0.00402219888952693
227518,228069,52.009997999999996,54.189999,51.830002,54.060001,4362700.0,54.060001,2013-11-26,DISH,0.0396154038461538,0.0396154038461538
227519,228070,53.950001,54.34,53.580002,54.290001000000004,1773400.0,54.290001000000004,2013-11-27,DISH,0.00425453192277958,0.00425453192277958
227520,228071,54.240002000000004,54.389998999999996,53.880001,54.16,716300.0,54.16,2013-11-29,DISH,-0.00239456617434952,-0.00239456617434952
227521,228072,54.049999,54.34,53.560001,53.84,1303900.0,53.84,2013-12-02,DISH,-0.0059084194977842,-0.0059084194977842
227522,228073,53.73,53.970001,53.299999,53.73,1334100.0,53.73,2013-12-03,DISH,-0.00204309063893027,-0.00204309063893027
227523,228074,53.330002,53.700001,52.549999,53.560001,2191300.0,53.560001,2013-12-04,DISH,-0.0031639493765121,-0.0031639493765121
227524,228075,53.560001,54.200001,53.369999,54.09,1941300.0,54.09,2013-12-05,DISH,0.00989542550606015,0.00989542550606015
227525,228076,54.279999,55.099998,53.959998999999996,54.77,2338900.0,54.77,2013-12-06,DISH,0.0125716398594935,0.0125716398594935
227526,228077,55.099998,55.369999,54.5,54.639998999999996,1663400.0,54.639998999999996,2013-12-09,DISH,-0.00237358042724123,-0.00237358042724123
227527,228078,54.509997999999996,54.919998,54.209998999999996,54.439999,1434900.0,54.439999,2013-12-10,DISH,-0.00366032217533541,-0.00366032217533541
227528,228079,54.580002,55.130001,53.619999,53.759997999999996,3510500.0,53.759997999999996,2013-12-11,DISH,-0.0124908341750704,-0.0124908341750704
227529,228080,53.470001,54.200001,52.75,53.029999,3920600.0,53.029999,2013-12-12,DISH,-0.0135788509515943,-0.0135788509515943
227530,228081,53.43,54.139998999999996,53.130001,53.290001000000004,3393200.0,53.290001000000004,2013-12-13,DISH,0.00490292296630068,0.00490292296630068
227531,228082,54.049999,54.189999,53.369999,53.639998999999996,2213300.0,53.639998999999996,2013-12-16,DISH,0.00656779871330837,0.00656779871330837
227532,228083,53.959998999999996,55.57,53.48,54.990002000000004,4502000.0,54.990002000000004,2013-12-17,DISH,0.0251678416325101,0.0251678416325101
227533,228084,54.990002000000004,55.459998999999996,54.040001000000004,55.290001000000004,2438800.0,55.290001000000004,2013-12-18,DISH,0.0054555189868879,0.0054555189868879
